uri,book_id,name,author_name,author_movement,genre,abstract,Rating_1,Rating_2,Rating_3,Rating_4,Rating_5,Avg_Rating
http://dbpedia.org/resource/Close_to_Critical,1374,Close to Critical,Hal Clement,Hard science fiction,Science fiction,Close to Critical is a science fiction novel by Hal Clement. The novel was first serialized in three parts and published in Astounding Science Fiction magazine in 1958. Its first hardcover book publication was in July 1964.,8913,7921,924,403,2776,2.05468787314324
http://dbpedia.org/resource/Heavy_Weather_(Sterling_novel),1371,Heavy Weather (Sterling novel),Bruce Sterling,Cyberpunk,Science fiction,"Heavy Weather is a science fiction novel by Bruce Sterling, first published in 1994, about a group of storm chasers in a world where global warming has produced incredibly destructive weather.",6680,6502,1006,1413,438,1.90435812706528
http://dbpedia.org/resource/The_Overloaded_Man,1377,The Overloaded Man,J. G. Ballard,New Wave science fiction,Science fiction,"The Overloaded Man is a collection of stories by J. G. Ballard, first published in 1967 as a paperback by Panther Books.",9843,2190,648,747,1147,1.70771869639794
http://dbpedia.org/resource/Alice_Lorraine,739,Alice Lorraine,R. D. Blackmore,Romanticism,Sensation novel,"Alice Lorraine: a tale of the South Downs is a sensation novel by R. D. Blackmore, published in 1875. Set in Sussex and Spain during the Napoleonic Wars, the novel recounts the divergent tales of the eponymous heroine and her brother in their efforts to save the noble Lorraine family from ruin.",6162,8598,5274,8894,3543,2.84780265467648
http://dbpedia.org/resource/The_Piazza_Tales,1566,The Piazza Tales,Herman Melville,Romanticism,Short story,"The Piazza Tales (1856) is the only collection of short stories by American writer Herman Melville. It was published with Dix & Edwards in the United States and a British edition followed shortly afterward. Except for the title story, 'The Piazza,' all of the stories had appeared in Putnam's Monthly, the first being Bartleby, the Scrivener in 1853. Melville had originally intended to entitle the volume Benito Cereno and Other Sketches, but it was The Encantadas, his sketches of the Galápagos Islands, that garnered the most attention from critics. Even though The Piazza Tales received largely favorable reviews, it did not sell well enough to get Melville out of his financial straits.",332,64,1217,6592,7481,4.32768073441285
http://dbpedia.org/resource/Shatterday_(book),1559,Shatterday (book),Harlan Ellison,New Wave science fiction,Short story,"Shatterday is a collection of short stories by author Harlan Ellison.  In the introduction, Ellison states that the stories reflect an underlying theme of fear of human frailty and ugliness.  His goal is to shock his readers into seeing that this fear unifies all people. Each story has an introduction, ranging from a single sentence to several pages long.Some of Ellison's most well known stories are included in Shatterday.  'Jeffty Is Five' won both a Nebula Award and a Hugo Award.  It was also voted in a 1999 online poll of Locus readers to be the best short story of all time. 'All the Lies that Are My Life' had been previously published the same year as a novella.  The title story was made into the first episode of the 1985 revival of The Twilight Zone.  Other stories have been reprinted in omnibus collections such as The Essential Ellison: a 35-Year Retrospective and Dreams With Sharp Teeth.",499,502,4077,4814,7605,4.05869577641881
http://dbpedia.org/resource/Nameless_Cults_(story_collection),1963,Nameless Cults (story collection),Robert E. Howard,Sword and sorcery,Short story,"Nameless Cults: The Cthulhu Mythos Fiction of Robert E. Howard is a collection of Cthulhu Mythos short stories by Robert E. Howard. It was first published in the US in 2001 by Chaosium Press. All of these stories had been published previously, between 1929 and 1985, in Weird Tales, From Beyond the Dark Gateway, Strange Tales, Weirdbook, Fantasy Crosswinds, Coven, Fantasy Book, Dark Things, and The Fantasy Magazine.The collection includes an introduction by Robert M. Price called 'Raven, Son of Morn.' Price's introduction gives a short sketch of Howard's overall writing and a more detailed overview of his Cthulhu Mythos work and its relation to that of other mythos writers.",2926,335,405,70,9653,3.98506236462768
http://dbpedia.org/resource/Contes_cruels_(Mirbeau),610,Contes cruels (Mirbeau),Octave Mirbeau,Expressionism,Short story,"Contes cruels (Cruel Tales) is a two-volume set of about 150 tales and short stories by the 19th-century French writer Octave Mirbeau, collected and edited by Pierre Michel and Jean-François Nivet and published in two volumes in 1990 by Librairie Séguier.  The title was taken from Auguste Villiers de l'Isle-Adam, of whom Mirbeau was a friend and admirer.",784,2137,6679,8610,8417,3.81642693506591
http://dbpedia.org/resource/Atlantis:_Three_Tales,209,Atlantis: Three Tales,Samuel R. Delany,New Wave science fiction,Short story,"Atlantis: Three Tales is a 1995 collection of three stories by Samuel R. Delany. The stories are 'Atlantis: Model 1924', 'Eric, Gwen, and D.H. Lawrence's Esthetic of Unrectified Feeling', and 'Citre et Trans'.  The first edition, published by the Seattle small press Incunabula, also included a 'Microflorilegium', a selection of excerpts from the author’s correspondence and a thematic outline of the opening novella.  Incunabula also produced the later Wesleyan University Press edition; both editions were edited by Ron Drummond and designed by John D. Berry.All three stories center around characters named 'Sam.' The first Sam appears to be based on Delany's father, Samuel R. Delany Sr., while the other two appear to be based on Delany himself.  The title story also includes characters based on Delany's aunts, Sadie Delany and Bessie Delany, and recounts Delany family stories about them that are not included in the Delany Sisters' bestselling book Having Our Say.",2365,4607,4649,9048,8634,3.57942872743405
http://dbpedia.org/resource/Distant_Stars,207,Distant Stars,Samuel R. Delany,New Wave science fiction,Short story,"Distant Stars is a 1981 collection of short stories by Samuel R. Delany. Many of the stories originally appeared in the magazines The Magazine of Fantasy & Science Fiction, Algol and New Worlds, while the novella Empire Star was originally published as an Ace Double with Tree Lord of Imeten by Tom Purdom.",2098,5318,4546,7766,8814,3.55637306425618
"http://dbpedia.org/resource/Young_Lover,_New_Lover",799,"Young Lover, New Lover",Muhammad Aladdin,Postmodern literature,Short story,"‘Young Lover, New Lover' is a 2012 Short stories collection by Muhammad Aladdin, and has been published by Merit Publishing House in Egypt. It is his third short stories collection followed by the novel A Well-Trained Stray in 2014.",2341,1865,5936,5068,5849,3.48525571014768
"http://dbpedia.org/resource/Erections,_Ejaculations,_Exhibitions,_and_General_Tales_of_Ordinary_Madness",2429,"Erections, Ejaculations, Exhibitions, and General Tales of Ordinary Madness",Charles Bukowski,Dirty realism,Short story,"Erections, Ejaculations, Exhibitions, and General Tales of Ordinary Madness was a paperback collection of short stories by Charles Bukowski, first published by City Lights Publishers in 1972.  It was the first collection of Bukowski's stories to be published, and it was republished in two volumes in 1983, as Tales of Ordinary Madness and The Most Beautiful Woman in Town.Lawrence Ferlinghetti, the owner of City Lights Publishers, was one of the first to recognize Bukowski as a short-story writer. He published the collection, which was dedicated to Bukowski's girlfriend, the poet and sculptor Linda King. The stories originally appeared in the underground newspapers Berkeley Barb and Open City, men's magazines including Adam, and in literary reviews, including Nova Express.",4325,2961,5291,8423,7968,3.44007180336924
http://dbpedia.org/resource/The_Use_of_Force,2289,The Use of Force,William Carlos Williams,Modernist poetry,Short story,"'The Use of Force' is a short story by the American author William Carlos Williams. It was first published in his short story collection Life Along the Passaic River (1938); it is also available in The Doctor Stories (1984), a collection of Williams' fiction that is still in print.",1525,5541,4992,2152,7473,3.39233500899322
http://dbpedia.org/resource/Gentleman_Junkie_and_Other_Stories_of_the_Hung-Up_Generation,1562,Gentleman Junkie and Other Stories of the Hung-Up Generation,Harlan Ellison,New Wave science fiction,Short story,"Gentleman Junkie and Other Stories of the Hung-Up Generation is an early collection of short stories by Harlan Ellison, originally published in paperback in 1961. Most of the stories were written while Ellison was a draftee in the United States army between 1957 and 1959.  These were sold to Rogue Magazine, a pulp fiction magazine of the era.  Other stories in the collection had appeared previously in publications ranging from Alfred Hitchcock's Mystery Magazine to a Chicago weekly newspaper.Gentleman Junkie... is different from many of Ellison's subsequent short story collections in that none of the stories are in the speculative fiction genre.  The stories provide social commentary on racial discrimination, bigotry, and other forms of injustice prevalent in United States during the 1950s.  In particular, 'Daniel White for the Greater Good' and 'The Night of Delicate Terrors' depict the plight of African Americans prior to the Civil Rights Act of 1964.  Other stories also deal with oppression and injustice.  'Free With This Box' is based on an occurrence in Ellison's childhood and describes abuse of power by police.Dorothy Parker famously gave it a good review, saying Ellison was 'a good, honest, clean writer, putting down what he has seen and known, and no sensationalism about it.'  Ellison has since stated that the positive review from such a prominent literary figure changed his life and gave him a sense of validation as an author.",1314,5991,7373,2845,7284,3.354496714637
http://dbpedia.org/resource/Tornado_Alley_(book),2287,Tornado Alley (book),William S. Burroughs,Beat Generation,Short story,"Tornado Alley is a collection of short stories and one poem by Beat Generation author William S. Burroughs, written during the later years of his career and first published in 1989. The first edition of the book included illustrations by S. Clay Wilson.Notable pieces in the collection include the poem 'Thanksgiving Day, Nov. 28, 1986' and the crime melodrama 'Where He Was Going', both of which are read by Burroughs on his album Dead City Radio. According to Burroughs in his spoken introduction to 'Where He Was Going' on the album, the latter was inspired by Ernest Hemingway's 'The Snows of Kilimanjaro' with the title a quotation from the earlier story. A music video for 'Thanksgiving Day' was also produced to promote its inclusion on the album.The collection is dedicated to John Dillinger, 'in hope that he is still alive'. Burroughs recites this dedication at the start of his Dead City Radio recording of the 'Thanksgiving Day' poem.",3882,4129,8675,2455,9752,3.34838888312048
http://dbpedia.org/resource/Stalking_the_Nightmare,1564,Stalking the Nightmare,Harlan Ellison,New Wave science fiction,Short story,"Stalking the Nightmare is a 1982 collection of short stories and nonfiction pieces by Harlan Ellison.  The short stories are interspersed with 'Scenes from the Real World' sections, which are essays on a variety of topics.  Although most of the stories had not previously appeared in any of Ellison's books, four of them were taken from his out of print 1970 collection Over the Edge.  The story 'Djinn, No Chaser' was later adapted by Haskell Barkin into an episode of the 1980s television series Tales from the Darkside with the same title.",1047,8758,3118,9793,5335,3.34262593133935
http://dbpedia.org/resource/The_Men_Who_Explained_Miracles,608,The Men Who Explained Miracles,John Dickson Carr,Golden Age of Detective Fiction,Short story,"Not to be confused with The Man Who Explained Miracles, a non-fiction book about CarrThe Men Who Explained Miracles, first published in 1963, is a volume of short stories written by John Dickson Carr; the stories feature his series detectives Gideon Fell, Henry Merrivale and Colonel March, of the 'Department of Queer Complaints'.  This volume of short stories is of the mystery genre, most of the type known as a whodunnit.",2210,3769,5520,1700,6004,3.28740300994636
http://dbpedia.org/resource/Tornado_Alley_(book),2228,Tornado Alley (book),William S. Burroughs,Postmodern literature,Short story,"Tornado Alley is a collection of short stories and one poem by Beat Generation author William S. Burroughs, written during the later years of his career and first published in 1989. The first edition of the book included illustrations by S. Clay Wilson.Notable pieces in the collection include the poem 'Thanksgiving Day, Nov. 28, 1986' and the crime melodrama 'Where He Was Going', both of which are read by Burroughs on his album Dead City Radio. According to Burroughs in his spoken introduction to 'Where He Was Going' on the album, the latter was inspired by Ernest Hemingway's 'The Snows of Kilimanjaro' with the title a quotation from the earlier story. A music video for 'Thanksgiving Day' was also produced to promote its inclusion on the album.The collection is dedicated to John Dillinger, 'in hope that he is still alive'. Burroughs recites this dedication at the start of his Dead City Radio recording of the 'Thanksgiving Day' poem.",5924,4942,581,9423,7721,3.28243153439894
http://dbpedia.org/resource/If_You_Liked_School_You'll_Love_Work,2138,If You Liked School You'll Love Work,Irvine Welsh,Postmodernism,Short story,"If You Liked School You'll Love Work is a collection of short stories from novelist Irvine Welsh. It was released in the UK on 5 July 2007, and in the U.S. on 4 September 2007.",5811,1220,4647,2470,8213,3.27073923348687
http://dbpedia.org/resource/The_Use_of_Force,2225,The Use of Force,William Carlos Williams,Imagism,Short story,"'The Use of Force' is a short story by the American author William Carlos Williams. It was first published in his short story collection Life Along the Passaic River (1938); it is also available in The Doctor Stories (1984), a collection of Williams' fiction that is still in print.",1004,5770,8260,3504,5201,3.25814061249421
http://dbpedia.org/resource/The_Iron_Man_&_Other_Tales_of_the_Ring,1695,The Iron Man & Other Tales of the Ring,Robert E. Howard,Sword and sorcery,Short story,"The Iron Man & Other Tales of the Ring is a collection of short stories about boxing by Robert E. Howard.  It was first published in 1976 by Donald M. Grant, Publisher, Inc. in an edition of 1,600 copies.",1872,756,724,4298,1230,3.25427927927928
http://dbpedia.org/resource/The_Harlequin_Tea_Set,1087,The Harlequin Tea Set,Agatha Christie,Golden Age of Detective Fiction,Short story,"The Harlequin Tea Set is a short story collection written by Agatha Christie and first published in the US by G. P. Putnam's Sons on 14 April 1997. It contains nine short stories each of which involves a separate mystery. With the exception of The Harlequin Tea Set, which was published in the collection Problem at Pollensa Bay, all stories were published in the UK in 1997 in the anthology While the Light Lasts and Other Stories.The collection of nine stories include:  'The Edge' 'The Actress' 'While the Light Lasts' 'The House of Dreams' 'The Lonely God' 'Manx Gold' 'Within a Wall' 'The Mystery of the Spanish Chest' (a Hercule Poirot story) 'The Harlequin Tea Set' (a Harley Quin story)",3432,4409,2773,1568,7330,3.25394628946289
http://dbpedia.org/resource/Brief_Interviews_with_Hideous_Men,2133,Brief Interviews with Hideous Men,David Foster Wallace,Postmodern literature,Short story,"Brief Interviews with Hideous Men (1999) is a collection of 23 short stories by David Foster Wallace. Several of the stories are entitled 'Brief Interviews with Hideous Men' and are presented as transcripts of interviews with male subjects. The interviewer's questions are omitted from the transcripts, rendered merely as 'Q.' These stories and the rest of the collection are characterized by dark dry humor, alienation, and unconventional sexuality.In 1997 Wallace was awarded the Aga Khan Prize for Fiction by editors of The Paris Review for 'Brief Interviews with Hideous Men #6', which had appeared in the magazine and appears as 'Brief Interviews with Hideous Men #20' in the collection.Twelve of the 'Interviews' were adapted into a stage play (Hideous Men) by Dylan McCullough in 2000, marking the first theatrical adaptation of any of Wallace's works. McCullough directed the premiere at the New York International Fringe Festival in August 2000.In August 2012 British artists Andy Holden and David Raymond Conroy presented a stage adaptation of the book at the ICA, London, which later toured to Arnolfini, Bristol. The production used a variety of multimedia techniques such as projection of the letter 'Q' on a backdrop that disrupted the monologues and a system of ear-pieces and auto-cues to convey the script to the actors on stage. The adaptation used four of the interviews and one short story and contained new music by the Grubby Mitts.21 of the interviews and stories were adapted and directed by David McGuff for Yellow Lab Productions entitled 'Brief Interviews with Hideous Men.' The production ran three nights, August 28–30, 2014, at the Hill Country Arts Foundation's Point Theater on the Elizabeth Huth Coates indoor stage.Actor John Krasinski of The Office has adapted and directed a film version on the 'Brief Interviews' stories that was released in 2009. Julianne Nicholson plays Sara Quinn, the interviewer unnamed in the stories.",2355,8218,2129,8249,5568,3.24348580263208
http://dbpedia.org/resource/A_Little_Green_Book_of_Monster_Stories,951,A Little Green Book of Monster Stories,Joe R. Lansdale,Splatterpunk,Short story,"A Little Green Book of Monster Stories is a collection of short stories written by American author Joe R. Lansdale, published by Borderlands Press as part of their 'Little Book' series. It was limited to five hundred copies.It contained the following stories, and possibly one more not listed here:'Artificial Man''Bar Talk' (originally published in New Blood #7, 1990)'Bob the Dinosaur Goes to Disneyland' (originally published in Midnight Graffiti, Fall 1989)'Chompers' (originally published in Twilight Zone Magazine, July 1982)'The Dump' (originally published in Twilight Zone Magazine, July 1981)'Huitzilopochtli' (originally published in The Good, The Bad, and the Indifferent, 1997)'Night They Missed the Horror Show' (originally published in Silver Scream, ed. David J. Schow (1988))'Personality Problem' (originally published in Twilight Zone Magazine, Jan/Feb 1983)'The White Rabbit' (originally published in The Arbor House Necropolis, ed. Bill Pronzini (1981))'Artificial Man' has never been published anywhere else, and 'The White Rabbit' has only been collected in the now out-of-print Bestsellers Guaranteed.",1748,7046,4877,1398,7012,3.2210044834926
http://dbpedia.org/resource/Ali's_Smile:_Naked_Scientology,2229,Ali's Smile: Naked Scientology,William S. Burroughs,Postmodern literature,Short story,"Ali's Smile: Naked Scientology is a collection of essays and a short story by American Beat writer William S. Burroughs (1914–97). First published in 1971 as the short story 'Ali's Smile', the book eventually contained a group of previously published newspaper articles as well, all of which address Scientology. Burroughs had been interested in Scientology throughout the 1960s, believing that its methods might help combat a controlling society. He joined the Church of Scientology later in the decade. However, he became disenchanted with the authoritarian nature of the organization. In 1970 Burroughs had published a 'considered statement' on Scientology's methods because he felt they were significant enough to warrant commentary. These pieces were later gathered together into Ali's Smile: Naked Scientology, which religious studies scholar Hugh B. Urban describes as a 'nonscholarly popular exposé of Scientology'. Burroughs's texts argue that while some of Scientology's therapies are worthwhile, the dogmatic nature of the group and its secrecy are harmful.",1744,7850,6149,580,8069,3.2205641193834
http://dbpedia.org/resource/Cathedral_(stories),485,Cathedral (stories),Raymond Carver,Dirty realism,Short story,"Cathedral is the third major-press collection of short stories by American writer Raymond Carver, published in 1983.",3433,4598,7121,6791,5253,3.21448007059862
http://dbpedia.org/resource/Poirot_Investigates,1086,Poirot Investigates,Agatha Christie,Golden Age of Detective Fiction,Short story,"Poirot Investigates is a short story collection written by Agatha Christie and first published in the UK by The Bodley Head in March 1924. In the eleven stories, famed eccentric detective Hercule Poirot solves a variety of mysteries involving greed, jealousy, and revenge. The American version of this book, published by Dodd, Mead and Company in 1925, featured a further three stories. The UK first edition featured an illustration of Poirot on the dust jacket by W. Smithson Broadhead, reprinted from the 21 March 1923 issue of The Sketch magazine.The UK edition retailed at seven shillings and sixpence (7/6) while the 1925 US edition was $2.00.",6616,2071,5653,8369,6222,3.1904531471432
http://dbpedia.org/resource/Slippage_(book),1383,Slippage (book),Harlan Ellison,New Wave science fiction,Short story,"Slippage is a collection of short stories by American author Harlan Ellison.  In the introduction, Ellison introduces the concept of 'slippage', or the falling apart of one's life, as the underlying theme of the book.  In addition to the stories listed in the table of contents, the book includes a short narration of an unhealthy relationship with a woman named Charlotte as an example of a 'slippage' in the author's life. Charlotte was the name of Ellison's first wife, married to her from 1956 to 1960.Several of the stories in Slippage won awards.  'The Man Who Rowed Christopher Columbus Ashore' was selected for inclusion in the 1993 edition of The Best American Short Stories.  'Chatting With Anubis' won the Bram Stoker Award for best short story in 1995.  The collection as a whole also won a Locus Poll Award for best short story collection in 1998.'Mefisto in Onyx' had previously appeared as an award-winning novella which had cover art by Frank Miller.  It won the Bram Stoker Award in 1993 and  the Locus Pool Award in 1994 for best Novella in each respective year.Slippage includes the screenplay for 'Crazy as a Soup Sandwich', which originally aired as an episode of TV show The Twilight Zone in 1989.",1699,7108,5882,9083,3021,3.17239577501586
http://dbpedia.org/resource/The_Under_Dog_and_Other_Stories,1084,The Under Dog and Other Stories,Agatha Christie,Golden Age of Detective Fiction,Short story,"The Under Dog and Other Stories is a short story collection written by Agatha Christie and first published in the United Kingdom in 1929 by The Reader's Library. The book was published in the US by Dodd, Mead and Company in 1951. The first US edition retailed at $2.50.It contains works from the early days of Christie's career, all featuring Hercule Poirot. All the stories were published in British and American magazines between 1923 and 1926. The other stories were to appear again in 1974 in the British and American collections, Poirot's Early Cases.",3723,9420,7992,9531,6796,3.16702258288399
http://dbpedia.org/resource/The_Iron_Man_&_Other_Tales_of_the_Ring,1694,The Iron Man & Other Tales of the Ring,Robert E. Howard,Weird fiction,Short story,"The Iron Man & Other Tales of the Ring is a collection of short stories about boxing by Robert E. Howard.  It was first published in 1976 by Donald M. Grant, Publisher, Inc. in an edition of 1,600 copies.",1292,7036,5222,4687,4302,3.1628732419362
http://dbpedia.org/resource/Details_of_a_Sunset,2316,Details of a Sunset,Vladimir Nabokov,Literary modernism,Short story,Details of a Sunset is a short story by Vladimir Nabokov written in Russian under his pen name Vladimir Sirin in Berlin in 1924.,1240,8842,2822,1038,6610,3.14285714285714
http://dbpedia.org/resource/The_Acid_House,2134,The Acid House,Irvine Welsh,Modernism,Short story,"The Acid House is a 1994 book by Irvine Welsh, later made into a film of the same name. It is a collection of short stories, with each story (3–20 pages) featuring a new set of characters and scenarios.",4500,6263,3850,1962,8419,3.1415139633512
http://dbpedia.org/resource/My_Son_the_Fanatic,414,My Son the Fanatic,Hanif Kureishi,Postcolonial literature,Short story,"My Son the Fanatic is a short story written by Hanif Kureishi first published in The New Yorker, 1994. It was reprinted in Kureishi's 1997 collection of short stories, Love in a Blue Time, and also as a supplement to some editions of The Black Album. The short story was also adapted into a film of the same title.",4373,8794,6784,7316,7209,3.1216498433693
http://dbpedia.org/resource/The_Dark_Brotherhood_and_Other_Pieces,1381,The Dark Brotherhood and Other Pieces,H. P. Lovecraft,Cosmicism,Short story,"The Dark Brotherhood and Other Pieces is a collection of stories, poems and essays by American author H. P. Lovecraft and others, edited by August Derleth. It was released in 1966 by Arkham House in an edition of 3,460 copies. The dustjacket is by Frank Utpatel.Some controversy was raised by the publication of the Chalker bibliography (see below), as George T. Wetzel claimed with some plausibility that Chalker had pirated Wetzel's own bibliography of 1955.",1888,5075,215,4535,2966,3.11008924313645
http://dbpedia.org/resource/Three_Blind_Mice_and_Other_Stories,1077,Three Blind Mice and Other Stories,Agatha Christie,Golden Age of Detective Fiction,Short story,"Three Blind Mice and Other Stories is a short story collection written by Agatha Christie and first published in the US by Dodd, Mead and Company in 1950. The first edition retailed at $2.50.The later collections The Adventure of the Christmas Pudding (1960), Poirot's Early Cases (1974), Miss Marple's Final Cases and Two Other Stories (1979), and Problem at Pollensa Bay (1992) reprint between them all the stories in this collection except the title story Three Blind Mice – which is an alternate version of the play The Mousetrap, and the only Christie short story not published in the UK.",2302,7394,9464,8231,3581,3.1096151362521
http://dbpedia.org/resource/The_Return_of_Chorb,2226,The Return of Chorb,Vladimir Nabokov,Postmodern literature,Short story,The Return of Chorb is a short story by Vladimir Nabokov written in Russian under his pen name Vladimir Sirin in Berlin in 1925. In 1929 it became part of a collection of fifteen short stories and twenty-four poems also called Vozvrashchenie Chorba ('The Return of Chorb') in Russian by 'V. Sirin'.,4803,7901,3172,4270,8053,3.10174119649633
http://dbpedia.org/resource/Snowbound:_The_Record_of_a_Theatrical_Touring_Party,1384,Snowbound: The Record of a Theatrical Touring Party,Bram Stoker,Victorian literature,Short story,"Snowbound: The Record of a Theatrical Touring Party (1908) is a collection of short stories by Bram Stoker, the author of Dracula. Set in rural Scotland, where a party of travelling actors are trapped in the snow telling stories to each other to pass the time, the book is influenced by Stoker's years in the service of Sir Henry Irving.The stories in this collection are:The OccasionA Lesson in PetsCoggins's PropertyThe Slim SyrensA New Departure in ArtMick the DevilIn Fear of DeathAt LastChin MusicA Deputy WaiterWork'usA Corner in DwarfsA Criminal StarA Star TrapA Moon-Light Effect",3502,8252,9873,6539,5589,3.0729077173752
http://dbpedia.org/resource/Double_Sin_and_Other_Stories,1081,Double Sin and Other Stories,Agatha Christie,Golden Age of Detective Fiction,Short story,"Double Sin and Other Stories is a short story collection written by Agatha Christie and first published in the US by Dodd, Mead and Company in 1961 and retailed for $3.50. The collection contains eight short stories and was not published in the UK; however all of the stories were published in other UK collections (see UK book appearances of stories below).",8951,254,8694,8975,5150,3.03494254309268
http://dbpedia.org/resource/Mind_Fields,1252,Mind Fields,Harlan Ellison,New Wave science fiction,Short story,Mind Fields is a book featuring paintings by the Polish artist Jacek Yerka and short stories by the American author Harlan Ellison. The 34 paintings by Yerka were created first. Ellison then wrote a short story based on his reaction to each of these paintings.  The only exception was the story 'Under the Landscape' which was based on two similar paintings.,8080,7995,6923,6768,9371,3.03462196898076
http://dbpedia.org/resource/Brief_Interviews_with_Hideous_Men,1822,Brief Interviews with Hideous Men,David Foster Wallace,Hysterical realism,Short story,"Brief Interviews with Hideous Men (1999) is a collection of 23 short stories by David Foster Wallace. Several of the stories are entitled 'Brief Interviews with Hideous Men' and are presented as transcripts of interviews with male subjects. The interviewer's questions are omitted from the transcripts, rendered merely as 'Q.' These stories and the rest of the collection are characterized by dark dry humor, alienation, and unconventional sexuality.In 1997 Wallace was awarded the Aga Khan Prize for Fiction by editors of The Paris Review for 'Brief Interviews with Hideous Men #6', which had appeared in the magazine and appears as 'Brief Interviews with Hideous Men #20' in the collection.Twelve of the 'Interviews' were adapted into a stage play (Hideous Men) by Dylan McCullough in 2000, marking the first theatrical adaptation of any of Wallace's works. McCullough directed the premiere at the New York International Fringe Festival in August 2000.In August 2012 British artists Andy Holden and David Raymond Conroy presented a stage adaptation of the book at the ICA, London, which later toured to Arnolfini, Bristol. The production used a variety of multimedia techniques such as projection of the letter 'Q' on a backdrop that disrupted the monologues and a system of ear-pieces and auto-cues to convey the script to the actors on stage. The adaptation used four of the interviews and one short story and contained new music by the Grubby Mitts.21 of the interviews and stories were adapted and directed by David McGuff for Yellow Lab Productions entitled 'Brief Interviews with Hideous Men.' The production ran three nights, August 28–30, 2014, at the Hill Country Arts Foundation's Point Theater on the Elizabeth Huth Coates indoor stage.Actor John Krasinski of The Office has adapted and directed a film version on the 'Brief Interviews' stories that was released in 2009. Julianne Nicholson plays Sara Quinn, the interviewer unnamed in the stories.",2415,1432,8247,2505,1980,3.01224440557332
http://dbpedia.org/resource/The_Witness_for_the_Prosecution_and_Other_Stories,1079,The Witness for the Prosecution and Other Stories,Agatha Christie,Golden Age of Detective Fiction,Short story,"The Witness for the Prosecution and Other Stories is a short story collection written by Agatha Christie and first published in the US by Dodd, Mead and Company in 1948. The first edition retailed at $2.50. The story The Second Gong features Hercule Poirot, the only character in the stories who appears in any other of Christie's works.Each story, has also appeared in either of the UK collections The Hound of Death, The Listerdale Mystery or Problem at Pollensa Bay and Other Stories and therefore this collection was not published in the UK. Some of the stories are fantasy fiction rather than mysteries.",4388,2819,4825,1596,5012,3.00134120171674
http://dbpedia.org/resource/A_Matter_of_Chance,2227,A Matter of Chance,Vladimir Nabokov,Postmodern literature,Short story,A Matter of Chance is a short story by Vladimir Nabokov written in Russian under his pen name Vladimir Sirin in Berlin in 1924. It was rejected by the newspaper Rul and first published by the emigre magazine Segodnya in Riga. In 1974 it became part of a collection of thirteen stories called Tyrants Destroyed and Other Stories published by McGraw-Hill.,5480,739,2429,5986,2807,2.99432371997019
http://dbpedia.org/resource/Good_Blonde_&_Others,1385,Good Blonde & Others,Jack Kerouac,Beat Generation,Short story,"Good Blonde & Others is a collection of works by Jack Kerouac.  This collection includes short stories, essays, articles, literary criticism, and his essentials for spontaneous prose. It is largely seen as a look into the non-fiction life of Beat Generation author Jack Kerouac.",9381,5466,2163,4040,9972,2.9921346141448
http://dbpedia.org/resource/Alone_Against_Tomorrow,1563,Alone Against Tomorrow,Harlan Ellison,New Wave science fiction,Short story,"Alone Against Tomorrow: Stories of Alienation in Speculative Fiction is a collection of short stories by author Harlan Ellison.  Published in the United States in 1971, as a ten-year retrospective of Ellison's short stories, it includes some of his most famous work.  It was later published in the UK in two volumes as All the Sounds of Fear in 1973 and The Time of the Eye in 1974 (the 1974 volume only containing a new introduction). All of the stories in this collection center around isolation and alienation, and were selected from previous short story collections to fit this theme.The book was dedicated to, among others, four student protesters who were killed in the Kent State shootings of 1970.  This dedication prompted a response from a reader calling the students 'hooligans' who were 'Communist-led radical revolutionaries and anarchists, and deserved to be shot'.  This letter was reprinted in the introduction to Ellison's subsequent 1974 short story collection Approaching Oblivion.  Ellison states that this letter frightened him and was one of the things that led him to change that collection from a call to action to a cry of frustration and disillusionment.",8925,1011,9408,2070,7989,2.97234976022855
http://dbpedia.org/resource/If_You_Liked_School_You'll_Love_Work,2135,If You Liked School You'll Love Work,Irvine Welsh,Modernism,Short story,"If You Liked School You'll Love Work is a collection of short stories from novelist Irvine Welsh. It was released in the UK on 5 July 2007, and in the U.S. on 4 September 2007.",8996,2346,2921,1361,9048,2.96429150453956
http://dbpedia.org/resource/Igi,2472,Igi,Jemal Karchkhadze,Magic realism,Short story,"Igi (Georgian: ???) is a short story written by the Georgian writer Jemal Karchkhadze, first published in 1977. The story Igi  is one of the most acclaimed works of the author and since 2006 has been included in school textbooks of Georgian Language and Literature.",626,9725,2532,4606,2693,2.95119413338619
http://dbpedia.org/resource/Everything_That_Rises_Must_Converge,887,Everything That Rises Must Converge,Flannery O'Connor,Christian Realism,Short story,"Everything That Rises Must Converge is a collection of short stories written by Flannery O'Connor during the final decade of her life. The collection's eponymous story derives its name from the work of Pierre Teilhard de Chardin. The collection was published posthumously in 1965 and contains an introduction by Robert Fitzgerald. Of the volume's nine stories, seven had been printed in magazines or literary journals prior to being collected. 'Judgement Day' is a dramatically reworked version of 'The Geranium,' which was one of O'Connor's earliest publications and appeared in her graduate thesis at the University of Iowa. 'Parker's Back,' the collection's only completely new story, was a last-minute addition.",3855,5994,7734,9139,1318,2.93120542082739
